iata,lat,lon,arrsum,arrcount,depsum,depcount,delaysum,delaycount,time
IAH,29.98439979553223,-95.34140014648438,39.0,1.0,0.0,0.0,39.0,1.0,1900
SEA,47.449001,-122.308998,5.0,1.0,7.0,1.0,12.0,2.0,1900
BOS,42.36429977,-71.00520325,120.0,4.0,61.0,2.0,181.0,6.0,1900
MCO,28.429399490356445,-81.30899810791016,0.0,0.0,0.0,0.0,0.0,0.0,1900
EWR,40.69250106811523,-74.168701171875,27.0,1.0,9.0,1.0,36.0,2.0,1900
LGA,40.77719879,-73.87259674,0.0,0.0,0.0,0.0,0.0,0.0,1900
JFK,40.63980103,-73.77890015,4.0,1.0,279.0,8.0,283.0,9.0,1900
FLL,26.072599,-80.152702,0.0,0.0,0.0,0.0,0.0,0.0,1900
SAN,32.7336006165,-117.190002441,7.0,1.0,0.0,0.0,7.0,1.0,1900
CLT,35.2140007019043,-80.94309997558594,30.0,1.0,0.0,0.0,30.0,1.0,1900
DTW,42.212398529052734,-83.35340118408203,17.0,1.0,41.0,1.0,58.0,2.0,1900
DCA,38.8521,-77.037697,0.0,0.0,0.0,0.0,0.0,0.0,1900
MSP,44.882,-93.221802,3.0,1.0,0.0,0.0,3.0,1.0,1900
MIA,25.79319953918457,-80.29060363769531,2.0,1.0,11.0,1.0,13.0,2.0,1900
BWI,39.1754,-76.668297,32.0,1.0,0.0,0.0,32.0,1.0,1900
PHL,39.87189865112305,-75.24109649658203,379.0,2.0,69.0,1.0,448.0,3.0,1900
TPA,27.975500106811523,-82.533203125,0.0,0.0,0.0,0.0,0.0,0.0,1900
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,1900
IAD,38.94449997,-77.45580292,9.0,1.0,382.0,4.0,391.0,5.0,1900
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,1900
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,0.0,0.0,0.0,0.0,1900
PDX,45.58869934,-122.59799960000001,10.0,1.0,17.0,1.0,27.0,2.0,1900
DAL,32.847099,-96.851799,1.0,1.0,56.0,1.0,57.0,2.0,1900
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,1900
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,0.0,0.0,0.0,0.0,1900
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,1900
MSY,29.99340057373047,-90.25800323486328,30.0,1.0,0.0,0.0,30.0,1.0,1900
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,1900
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,1900
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,1900
SJC,37.362598,-121.929001,0.0,0.0,0.0,0.0,0.0,0.0,1900
OAK,37.721298,-122.221001,0.0,0.0,0.0,0.0,0.0,0.0,1900
SMF,38.69540023803711,-121.59100341796876,8.0,1.0,0.0,0.0,8.0,1.0,1900
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,1900
SNA,33.67570114,-117.86799620000001,0.0,0.0,0.0,0.0,0.0,0.0,1900
CLE,41.411701202399996,-81.8498001099,1.0,1.0,0.0,0.0,1.0,1.0,1900
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,1900
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,1900
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,1900
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,1900
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,1900
MKE,42.94720077514648,-87.89659881591797,36.0,2.0,0.0,0.0,36.0,2.0,1900
ATL,33.6367,-84.428101,1.0,1.0,0.0,0.0,1.0,1.0,2000
LAX,33.94250107,-118.40799709999999,37.0,5.0,0.0,0.0,37.0,5.0,2000
ORD,41.9786,-87.9048,0.0,0.0,0.0,0.0,0.0,0.0,2000
DEN,39.861698150635,-104.672996521,0.0,0.0,0.0,0.0,0.0,0.0,2000
DFW,32.896801,-97.038002,0.0,0.0,111.0,2.0,111.0,2.0,2000
LAS,36.08010101,-115.15200039999999,37.0,3.0,25.0,3.0,62.0,6.0,2000
SFO,37.61899948120117,-122.375,13.0,3.0,54.0,2.0,67.0,5.0,2000
PHX,33.43429946899414,-112.01200103759766,0.0,0.0,0.0,0.0,0.0,0.0,2000
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,5.0,1.0,5.0,1.0,2000
SEA,47.449001,-122.308998,0.0,0.0,38.0,1.0,38.0,1.0,2000
BOS,42.36429977,-71.00520325,96.0,3.0,7.0,2.0,103.0,5.0,2000
MCO,28.429399490356445,-81.30899810791016,25.0,2.0,0.0,0.0,25.0,2.0,2000
EWR,40.69250106811523,-74.168701171875,0.0,0.0,1.0,1.0,1.0,1.0,2000
LGA,40.77719879,-73.87259674,9.0,1.0,0.0,0.0,9.0,1.0,2000
JFK,40.63980103,-73.77890015,0.0,0.0,180.0,4.0,180.0,4.0,2000
FLL,26.072599,-80.152702,0.0,0.0,3.0,2.0,3.0,2.0,2000
SAN,32.7336006165,-117.190002441,17.0,1.0,1.0,1.0,18.0,2.0,2000
CLT,35.2140007019043,-80.94309997558594,93.0,1.0,0.0,0.0,93.0,1.0,2000
DTW,42.212398529052734,-83.35340118408203,0.0,0.0,0.0,0.0,0.0,0.0,2000
DCA,38.8521,-77.037697,0.0,0.0,0.0,0.0,0.0,0.0,2000
MSP,44.882,-93.221802,148.0,1.0,0.0,0.0,148.0,1.0,2000
MIA,25.79319953918457,-80.29060363769531,57.0,2.0,131.0,3.0,188.0,5.0,2000
BWI,39.1754,-76.668297,25.0,2.0,0.0,0.0,25.0,2.0,2000
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,0.0,0.0,0.0,0.0,2000
TPA,27.975500106811523,-82.533203125,0.0,0.0,0.0,0.0,0.0,0.0,2000
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,2000
IAD,38.94449997,-77.45580292,37.0,1.0,0.0,0.0,37.0,1.0,2000
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,2000
BNA,36.1245002746582,-86.6781997680664,2.0,1.0,0.0,0.0,2.0,1.0,2000
PDX,45.58869934,-122.59799960000001,6.0,1.0,74.0,3.0,80.0,4.0,2000
DAL,32.847099,-96.851799,0.0,0.0,0.0,0.0,0.0,0.0,2000
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,2000
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,39.0,2.0,39.0,2.0,2000
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,2000
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,0.0,0.0,0.0,0.0,2000
MCI,39.2976,-94.713898,114.0,1.0,0.0,0.0,114.0,1.0,2000
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,2000
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,2000
SJC,37.362598,-121.929001,15.0,1.0,0.0,0.0,15.0,1.0,2000
OAK,37.721298,-122.221001,1.0,1.0,0.0,0.0,1.0,1.0,2000
SMF,38.69540023803711,-121.59100341796876,10.0,1.0,0.0,0.0,10.0,1.0,2000
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,2000
SNA,33.67570114,-117.86799620000001,43.0,2.0,27.0,1.0,70.0,3.0,2000
CLE,41.411701202399996,-81.8498001099,240.0,2.0,0.0,0.0,240.0,2.0,2000
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,2000
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,2000
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,2000
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,2000
HNL,21.32062,-157.924228,0.0,0.0,7.0,1.0,7.0,1.0,2000
MKE,42.94720077514648,-87.89659881591797,6.0,1.0,0.0,0.0,6.0,1.0,2000
ATL,33.6367,-84.428101,0.0,0.0,0.0,0.0,0.0,0.0,2100
LAX,33.94250107,-118.40799709999999,570.0,4.0,33.0,3.0,603.0,7.0,2100
ORD,41.9786,-87.9048,0.0,0.0,0.0,0.0,0.0,0.0,2100
DEN,39.861698150635,-104.672996521,0.0,0.0,0.0,0.0,0.0,0.0,2100
DFW,32.896801,-97.038002,0.0,0.0,0.0,0.0,0.0,0.0,2100
LAS,36.08010101,-115.15200039999999,15.0,1.0,0.0,0.0,15.0,1.0,2100
SFO,37.61899948120117,-122.375,185.0,3.0,7.0,1.0,192.0,4.0,2100
PHX,33.43429946899414,-112.01200103759766,44.0,2.0,0.0,0.0,44.0,2.0,2100
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,1.0,1.0,1.0,1.0,2100
SEA,47.449001,-122.308998,0.0,0.0,1.0,1.0,1.0,1.0,2100
BOS,42.36429977,-71.00520325,84.0,3.0,0.0,0.0,84.0,3.0,2100
MCO,28.429399490356445,-81.30899810791016,0.0,0.0,17.0,2.0,17.0,2.0,2100
EWR,40.69250106811523,-74.168701171875,0.0,0.0,0.0,0.0,0.0,0.0,2100
LGA,40.77719879,-73.87259674,0.0,0.0,0.0,0.0,0.0,0.0,2100
JFK,40.63980103,-73.77890015,41.0,3.0,0.0,0.0,41.0,3.0,2100
FLL,26.072599,-80.152702,0.0,0.0,46.0,2.0,46.0,2.0,2100
SAN,32.7336006165,-117.190002441,13.0,1.0,0.0,0.0,13.0,1.0,2100
CLT,35.2140007019043,-80.94309997558594,2.0,1.0,0.0,0.0,2.0,1.0,2100
DTW,42.212398529052734,-83.35340118408203,0.0,0.0,0.0,0.0,0.0,0.0,2100
DCA,38.8521,-77.037697,6.0,1.0,0.0,0.0,6.0,1.0,2100
MSP,44.882,-93.221802,0.0,0.0,0.0,0.0,0.0,0.0,2100
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,1.0,1.0,1.0,1.0,2100
BWI,39.1754,-76.668297,155.0,2.0,263.0,2.0,418.0,4.0,2100
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,0.0,0.0,0.0,0.0,2100
TPA,27.975500106811523,-82.533203125,0.0,0.0,0.0,0.0,0.0,0.0,2100
SLC,40.78839874267578,-111.97799682617188,45.0,2.0,0.0,0.0,45.0,2.0,2100
IAD,38.94449997,-77.45580292,0.0,0.0,0.0,0.0,0.0,0.0,2100
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,2100
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,0.0,0.0,0.0,0.0,2100
PDX,45.58869934,-122.59799960000001,27.0,2.0,0.0,0.0,27.0,2.0,2100
DAL,32.847099,-96.851799,0.0,0.0,0.0,0.0,0.0,0.0,2100
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,2100
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,0.0,0.0,0.0,0.0,2100
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,2100
MSY,29.99340057373047,-90.25800323486328,56.0,1.0,0.0,0.0,56.0,1.0,2100
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,2100
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,2100
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,2100
SJC,37.362598,-121.929001,5.0,1.0,0.0,0.0,5.0,1.0,2100
OAK,37.721298,-122.221001,13.0,1.0,0.0,0.0,13.0,1.0,2100
SMF,38.69540023803711,-121.59100341796876,34.0,2.0,1.0,1.0,35.0,3.0,2100
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,2100
SNA,33.67570114,-117.86799620000001,0.0,0.0,0.0,0.0,0.0,0.0,2100
CLE,41.411701202399996,-81.8498001099,0.0,0.0,112.0,1.0,112.0,1.0,2100
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,2100
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,2100
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,2100
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,2100
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,2100
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,0.0,0.0,0.0,0.0,2100
ATL,33.6367,-84.428101,0.0,0.0,0.0,0.0,0.0,0.0,2200
LAX,33.94250107,-118.40799709999999,64.0,2.0,19.0,2.0,83.0,4.0,2200
ORD,41.9786,-87.9048,0.0,0.0,0.0,0.0,0.0,0.0,2200
DEN,39.861698150635,-104.672996521,0.0,0.0,0.0,0.0,0.0,0.0,2200
DFW,32.896801,-97.038002,0.0,0.0,0.0,0.0,0.0,0.0,2200
LAS,36.08010101,-115.15200039999999,86.0,3.0,46.0,2.0,132.0,5.0,2200
SFO,37.61899948120117,-122.375,113.0,5.0,62.0,2.0,175.0,7.0,2200
PHX,33.43429946899414,-112.01200103759766,39.0,2.0,21.0,1.0,60.0,3.0,2200
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,0.0,0.0,0.0,0.0,2200
SEA,47.449001,-122.308998,53.0,1.0,57.0,1.0,110.0,2.0,2200
BOS,42.36429977,-71.00520325,106.0,3.0,122.0,3.0,228.0,6.0,2200
MCO,28.429399490356445,-81.30899810791016,0.0,0.0,0.0,0.0,0.0,0.0,2200
EWR,40.69250106811523,-74.168701171875,0.0,0.0,0.0,0.0,0.0,0.0,2200
LGA,40.77719879,-73.87259674,0.0,0.0,0.0,0.0,0.0,0.0,2200
JFK,40.63980103,-73.77890015,13.0,1.0,0.0,0.0,13.0,1.0,2200
FLL,26.072599,-80.152702,98.0,3.0,145.0,3.0,243.0,6.0,2200
SAN,32.7336006165,-117.190002441,44.0,2.0,0.0,0.0,44.0,2.0,2200
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,0.0,0.0,0.0,0.0,2200
DTW,42.212398529052734,-83.35340118408203,0.0,0.0,0.0,0.0,0.0,0.0,2200
DCA,38.8521,-77.037697,35.0,1.0,0.0,0.0,35.0,1.0,2200
MSP,44.882,-93.221802,0.0,0.0,0.0,0.0,0.0,0.0,2200
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,52.0,1.0,52.0,1.0,2200
BWI,39.1754,-76.668297,0.0,0.0,0.0,0.0,0.0,0.0,2200
PHL,39.87189865112305,-75.24109649658203,11.0,1.0,0.0,0.0,11.0,1.0,2200
TPA,27.975500106811523,-82.533203125,6.0,1.0,0.0,0.0,6.0,1.0,2200
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,26.0,1.0,26.0,1.0,2200
IAD,38.94449997,-77.45580292,0.0,0.0,0.0,0.0,0.0,0.0,2200
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,2200
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,0.0,0.0,0.0,0.0,2200
PDX,45.58869934,-122.59799960000001,5.0,1.0,0.0,0.0,5.0,1.0,2200
DAL,32.847099,-96.851799,0.0,0.0,0.0,0.0,0.0,0.0,2200
AUS,30.2987223546,-97.6997852325,6.0,1.0,0.0,0.0,6.0,1.0,2200
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,0.0,0.0,0.0,0.0,2200
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,2200
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,0.0,0.0,0.0,0.0,2200
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,2200
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,2200
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,2200
SJC,37.362598,-121.929001,0.0,0.0,0.0,0.0,0.0,0.0,2200
OAK,37.721298,-122.221001,6.0,1.0,0.0,0.0,6.0,1.0,2200
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,0.0,0.0,0.0,0.0,2200
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,2200
SNA,33.67570114,-117.86799620000001,0.0,0.0,0.0,0.0,0.0,0.0,2200
CLE,41.411701202399996,-81.8498001099,0.0,0.0,0.0,0.0,0.0,0.0,2200
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,2200
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,2200
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,2200
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,2200
HNL,21.32062,-157.924228,8.0,1.0,38.0,3.0,46.0,4.0,2200
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,0.0,0.0,0.0,0.0,2200
ATL,33.6367,-84.428101,0.0,0.0,0.0,0.0,0.0,0.0,2300
LAX,33.94250107,-118.40799709999999,33.0,3.0,3.0,1.0,36.0,4.0,2300
ORD,41.9786,-87.9048,0.0,0.0,0.0,0.0,0.0,0.0,2300
DEN,39.861698150635,-104.672996521,0.0,0.0,0.0,0.0,0.0,0.0,2300
DFW,32.896801,-97.038002,0.0,0.0,3.0,1.0,3.0,1.0,2300
LAS,36.08010101,-115.15200039999999,99.0,3.0,24.0,3.0,123.0,6.0,2300
SFO,37.61899948120117,-122.375,189.0,2.0,34.0,2.0,223.0,4.0,2300
PHX,33.43429946899414,-112.01200103759766,64.0,2.0,0.0,0.0,64.0,2.0,2300
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,0.0,0.0,0.0,0.0,2300
SEA,47.449001,-122.308998,0.0,0.0,0.0,0.0,0.0,0.0,2300
BOS,42.36429977,-71.00520325,0.0,0.0,26.0,1.0,26.0,1.0,2300
MCO,28.429399490356445,-81.30899810791016,256.0,2.0,0.0,0.0,256.0,2.0,2300
EWR,40.69250106811523,-74.168701171875,0.0,0.0,0.0,0.0,0.0,0.0,2300
LGA,40.77719879,-73.87259674,0.0,0.0,0.0,0.0,0.0,0.0,2300
JFK,40.63980103,-73.77890015,1.0,1.0,0.0,0.0,1.0,1.0,2300
FLL,26.072599,-80.152702,0.0,0.0,87.0,1.0,87.0,1.0,2300
SAN,32.7336006165,-117.190002441,0.0,0.0,0.0,0.0,0.0,0.0,2300
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,0.0,0.0,0.0,0.0,2300
DTW,42.212398529052734,-83.35340118408203,1.0,1.0,0.0,0.0,1.0,1.0,2300
DCA,38.8521,-77.037697,0.0,0.0,0.0,0.0,0.0,0.0,2300
MSP,44.882,-93.221802,0.0,0.0,0.0,0.0,0.0,0.0,2300
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,0.0,0.0,0.0,0.0,2300
BWI,39.1754,-76.668297,50.0,1.0,0.0,0.0,50.0,1.0,2300
PHL,39.87189865112305,-75.24109649658203,47.0,1.0,0.0,0.0,47.0,1.0,2300
TPA,27.975500106811523,-82.533203125,22.0,1.0,0.0,0.0,22.0,1.0,2300
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,2300
IAD,38.94449997,-77.45580292,8.0,1.0,0.0,0.0,8.0,1.0,2300
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,2300
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,0.0,0.0,0.0,0.0,2300
PDX,45.58869934,-122.59799960000001,21.0,2.0,0.0,0.0,21.0,2.0,2300
DAL,32.847099,-96.851799,0.0,0.0,0.0,0.0,0.0,0.0,2300
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,2300
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,0.0,0.0,0.0,0.0,2300
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,2300
MSY,29.99340057373047,-90.25800323486328,61.0,2.0,0.0,0.0,61.0,2.0,2300
MCI,39.2976,-94.713898,7.0,1.0,0.0,0.0,7.0,1.0,2300
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,2300
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,2300
SJC,37.362598,-121.929001,0.0,0.0,0.0,0.0,0.0,0.0,2300
OAK,37.721298,-122.221001,0.0,0.0,0.0,0.0,0.0,0.0,2300
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,0.0,0.0,0.0,0.0,2300
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,2300
SNA,33.67570114,-117.86799620000001,0.0,0.0,0.0,0.0,0.0,0.0,2300
CLE,41.411701202399996,-81.8498001099,0.0,0.0,0.0,0.0,0.0,0.0,2300
CMH,39.998001,-82.891899,40.0,1.0,0.0,0.0,40.0,1.0,2300
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,2300
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,2300
JAX,30.49410057067871,-81.68789672851562,22.0,1.0,0.0,0.0,22.0,1.0,2300
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,2300
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,0.0,0.0,0.0,0.0,2300
